player_id,player,year,round,pick,position,school,last_name,first_name
23631,Maurice Ager,2006,1,28,G,Michigan State,Ager,Maurice
23632,Mark Aguirre,1981,1,1,G/F,DePaul,Aguirre,Mark
23634,Danny Ainge,1981,2,31,G/F,Brigham Young,Ainge,Danny
23637,Solomon Alabi,2010,2,50,C,Florida State,Alabi,Solomon
23638,Mark Alarie,1986,1,18,PF,Duke,Alarie,Mark
23639,Furkan Aldemir,2012,2,53,PF,Galatasaray,Aldemir,Furkan
23640,Cole Aldrich,2010,1,11,C,Kansas,Aldrich,Cole
23641,LaMarcus Aldridge,2006,1,2,PF,Texas,Aldridge,LaMarcus
23644,Cory Alexander,1995,1,29,PG,Virginia,Alexander,Cory
23645,Courtney Alexander,2000,1,13,SG,Fresno State,Alexander,Courtney
23647,Joe Alexander,2008,1,8,SF,West Virginia,Alexander,Joe
23648,Victor Alexander,1991,1,17,C,Iowa State,Alexander,Victor
23649,Steve Alford,1987,2,26,SG,Indiana,Alford,Steve
23650,Jarrett Allen,2017,1,22,C,Texas,Allen,Jarrett
23651,Jerome Allen,1995,2,49,G,Pennsylvania,Allen,Jerome
23652,Kadeem Allen,2017,2,53,SG,Arizona,Allen,Kadeem
23653,Lavoy Allen,2011,2,50,PF,Temple,Allen,Lavoy
23656,Ray Allen,1996,1,5,G,Connecticut,Allen,Ray
23657,Tony Allen,2004,1,25,SG,Oklahoma State,Allen,Tony
23660,Morris Almond,2007,1,25,SG,Rice,Almond,Morris
23661,Derrick Alston,1994,2,33,F,Duquesne,Alston,Derrick
23662,Rafer Alston,1998,2,39,PG,Fresno State,Alston,Rafer
23666,Al-Farouq Aminu,2010,1,8,SF,Wake Forest,Aminu,Al-Farouq
23669,David Andersen,2002,2,37,C,Virtus Bologna,Andersen,David
23672,Derek Anderson,1997,1,13,SG,Kentucky,Anderson,Derek
23673,Dwight Anderson,1982,2,41,G,USC,Anderson,Dwight
23677,James Anderson,2010,1,20,SG,Oklahoma State,Anderson,James
23678,Justin Anderson,2015,1,21,SF,Virginia,Anderson,Justin
23679,Kenny Anderson,1991,1,2,PG,Georgia Tech,Anderson,Kenny
23680,Kyle Anderson,2014,1,30,SF,UCLA,Anderson,Kyle
23682,Nick Anderson,1989,1,11,SF/SG,Illinois,Anderson,Nick
23683,Richard Anderson,1982,2,32,PF,UC Santa Barbara,Anderson,Richard
23684,Ron Anderson,1984,2,27,G/F,Fresno State,Anderson,Ron
23685,Ryan Anderson,2008,1,21,PF,California,Anderson,Ryan
23686,Shandon Anderson,1996,2,54,F,Georgia,Anderson,Shandon
23687,Willie Anderson,1988,1,10,SG,Georgia,Anderson,Willie
23689,Ike Anigbogu,2017,2,47,C,UCLA,Anigbogu,Ike
23690,Michael Ansley,1989,2,37,F,Alabama,Ansley,Michael
23691,Chris Anstey,1997,1,18,PF,SE Melbourne Magic,Anstey,Chris
23692,Giannis Antetokounmpo,2013,1,15,SF/PF,Filathlitikos,Antetokounmpo,Giannis
23693,Thanasis Antetokounmpo,2014,2,51,SF,Delaware 87ers,Antetokounmpo,Thanasis
23694,Carmelo Anthony,2003,1,3,SF,Syracuse,Anthony,Carmelo
23695,Greg Anthony,1991,1,12,PG,UNLV,Anthony,Greg
23698,OG Anunoby,2017,1,23,SF,Indiana,Anunoby,OG
23701,Robert Archibald,2002,2,32,PF,Illinois,Archibald,Robert
23703,Gilbert Arenas,2001,2,31,PG,Arizona,Arenas,Gilbert
23704,Trevor Ariza,2004,2,43,SF,UCLA,Ariza,Trevor
23707,Brandon Armstrong,2001,1,23,SG,Pepperdine,Armstrong,Brandon
23709,Hilton Armstrong,2006,1,12,C,Connecticut,Armstrong,Hilton
23711,Darrell Arthur,2008,1,27,PF,Kansas,Arthur,Darrell
23714,Vincent Askew,1987,2,39,SG/SF,Memphis State,Askew,Vincent
23717,Stacey Augmon,1991,1,9,SG/SF,UNLV,Augmon,Stacey
23719,James Augustine,2006,2,41,F,Illinois,Augustine,James
23720,Isaac Austin,1991,2,48,C,Arizona State,Austin,Isaac
23722,Anthony Avent,1991,1,15,PF,Seton Hall,Avent,Anthony
23723,William Avery,1999,1,14,PG,Duke,Avery,William
23728,Luke Babbitt,2010,1,16,SF,Nevada,Babbitt,Luke
23730,Dwayne Bacon,2017,2,40,SG,Florida State,Bacon,Dwayne
23732,John Bagley,1982,1,12,PG,Boston College,Bagley,John
23735,Thurl Bailey,1983,1,7,PF,NC State,Bailey,Thurl
23736,Toby Bailey,1998,2,45,SG,UCLA,Bailey,Toby
23737,Cameron Bairstow,2014,2,49,PF/C,New Mexico,Bairstow,Cameron
23741,Vin Baker,1993,1,8,PF,Hartford,Baker,Vin
23743,Renaldo Balkman,2006,1,20,F,South Carolina,Balkman,Renaldo
23745,Lonzo Ball,2017,1,2,PG,UCLA,Ball,Lonzo
23746,Gene Banks,1981,2,28,G/F,Duke,Banks,Gene
23747,Marcus Banks,2003,1,13,PG,UNLV,Banks,Marcus
23749,Leandro Barbosa,2003,1,28,SG,Bauru Tilibra,Barbosa,Leandro
23750,Steve Bardo,1990,2,41,G,Illinois,Bardo,Steve
23752,Andrea Bargnani,2006,1,1,PF,Benetton Treviso,Bargnani,Andrea
23753,Charles Barkley,1984,1,5,F,Auburn,Barkley,Charles
23754,Erick Barkley,2000,1,28,PG,St. John's,Barkley,Erick
23755,Harrison Barnes,2012,1,7,SF,North Carolina,Barnes,Harrison
23756,Matt Barnes,2002,2,46,SF,UCLA,Barnes,Matt
23759,Dana Barros,1989,1,16,PG,Boston College,Barros,Dana
23760,Brent Barry,1995,1,15,SG,Oregon State,Barry,Brent
23761,Drew Barry,1996,2,57,G,Georgia Tech,Barry,Drew
23762,Jon Barry,1992,1,21,SG,Georgia Tech,Barry,Jon
23763,Will Barton,2012,2,40,SG,Memphis,Barton,Will
23765,Brandon Bass,2005,2,33,F,LSU,Bass,Brandon
23766,Maceo Baston,1998,2,58,PF,Michigan,Baston,Maceo
23771,Tony Battie,1997,1,5,C/F,Texas Tech,Battie,Tony
23772,Shane Battier,2001,1,6,SF,Duke,Battier,Shane
23774,Kenny Battle,1989,1,27,PF,Illinois,Battle,Kenny
23776,Nicolas Batum,2008,1,25,SF,Le Mans,Batum,Nicolas
23777,Lonny Baxter,2002,2,44,PF,Maryland,Baxter,Lonny
23778,Jerryd Bayless,2008,1,11,PG,Arizona,Bayless,Jerryd
23782,Bradley Beal,2012,1,3,SG,Florida,Beal,Bradley
23783,Jerome Beasley,2003,2,33,PF,North Dakota,Beasley,Jerome
23784,Malik Beasley,2016,1,19,SG,Florida State,Beasley,Malik
23785,Michael Beasley,2008,1,2,PF,Kansas State,Beasley,Michael
23786,Rodrigue Beaubois,2009,1,25,PG,Cholet,Beaubois,Rodrigue
23788,William Bedford,1986,1,6,C,Memphis State,Bedford,William
23789,Marco Belinelli,2007,1,18,SG,Fortitudo Bologna,Belinelli,Marco
23791,Jordan Bell,2017,2,38,PF,Oregon,Bell,Jordan
23793,Troy Bell,2003,1,16,PG,Boston College,Bell,Troy
23794,DeAndre' Bembry,2016,1,21,SF,Saint Joseph's,Bembry,DeAndre'
23795,Dragan Bender,2016,1,4,PF/C,Maccabi FOX Tel Aviv,Bender,Dragan
23796,Jonathan Bender,1999,1,5,PF,Picayune Memorial HS,Bender,Jonathan
23798,Benoit Benjamin,1985,1,3,C,Creighton,Benjamin,Benoit
23799,Corey Benjamin,1998,1,28,SG,Oregon State,Benjamin,Corey
23800,Anthony Bennett,2013,1,1,PF/SF,UNLV,Bennett,Anthony
23801,Elmer Bennett,1992,2,38,G,Notre Dame,Bennett,Elmer
23802,Mario Bennett,1995,1,27,PF,Arizona State,Bennett,Mario
23803,Tony Bennett,1992,2,35,G,Wisconsin Green Bay,Bennett,Tony
23806,Keith Benson,2011,2,48,C,Oakland,Benson,Keith
23807,Ben Bentil,2016,2,51,PF,Providence,Bentil,Ben
23808,Ricky Berry,1988,1,18,SG,San Jose State,Berry,Ricky
23809,Walter Berry,1986,1,14,SF/PF,St. John's,Berry,Walter
23811,Travis Best,1995,1,23,PG,Georgia Tech,Best,Travis
23812,Patrick Beverley,2009,2,42,PG,Arkansas,Beverley,Patrick
23814,Mike Bibby,1998,1,2,PG,Arizona,Bibby,Mike
23816,Chauncey Billups,1997,1,3,PG,Colorado,Billups,Chauncey
23819,Jabari Bird,2017,2,56,SG,California,Bird,Jabari
23821,Bismack Biyombo,2011,1,7,C,Fuenlabrada,Biyombo,Bismack
23822,Nemanja Bjelica,2010,2,35,SF,Red Star Belgrade,Bjelica,Nemanja
23823,Uwe Blab,1985,1,17,C,Indiana,Blab,Uwe
23826,Rolando Blackman,1981,1,9,G,Kansas State,Blackman,Rolando
23828,Cory Blackwell,1984,2,28,F,Wisconsin,Blackwell,Cory
23830,Nate Blackwell,1987,2,27,PG,Temple,Blackwell,Nate
23831,DeJuan Blair,2009,2,37,PF,Pittsburgh,Blair,DeJuan
23832,Steve Blake,2003,2,38,PG,Maryland,Blake,Steve
23834,Will Blalock,2006,2,60,G,Iowa State,Blalock,Will
23835,Lance Blanks,1990,1,26,PG/SG,Texas,Blanks,Lance
23836,Ricky Blanton,1989,2,46,F,LSU,Blanton,Ricky
23837,Andray Blatche,2005,2,49,F,South Kent School,Blatche,Andray
23838,Mookie Blaylock,1989,1,12,PG,Oklahoma,Blaylock,Mookie
23839,Eric Bledsoe,2010,1,18,PG,Kentucky,Bledsoe,Eric
23840,Corie Blount,1993,1,25,PF,Cincinnati,Blount,Corie
23841,Mark Blount,1997,2,54,C,Pittsburgh,Blount,Mark
23843,Ray Blume,1981,2,36,G,Oregon State,Blume,Ray
23845,Keith Bogans,2003,2,43,SG,Kentucky,Bogans,Keith
23848,Muggsy Bogues,1987,1,12,PG,Wake Forest,Bogues,Muggsy
23849,Andrew Bogut,2005,1,1,C,Utah,Bogut,Andrew
23851,Manute Bol,1985,2,31,C,Bridgeport,Bol,Manute
23852,Joel Bolomboy,2016,2,52,PF/C,Weber State,Bolomboy,Joel
23855,Anthony Bonner,1990,1,23,PF/SF,Saint Louis,Bonner,Anthony
23856,Matt Bonner,2003,2,45,F,Florida,Bonner,Matt
23857,Devin Booker,2015,1,13,SG,Kentucky,Booker,Devin
23859,Trevor Booker,2010,1,23,PF,Clemson,Booker,Trevor
23860,Josh Boone,2006,1,23,F,Connecticut,Boone,Josh
23861,Calvin Booth,1999,2,35,C,Penn State,Booth,Calvin
23862,Keith Booth,1997,1,28,SF,Maryland,Booth,Keith
23863,Carlos Boozer,2002,2,35,PF,Duke,Boozer,Carlos
23864,Curtis Borchardt,2002,1,18,C,Stanford,Borchardt,Curtis
23866,Chris Bosh,2003,1,4,PF/C,Georgia Tech,Bosh,Chris
23868,Ruben Boumtje-Boumtje,2001,2,50,C,Georgetown,Boumtje-Boumtje,Ruben
23869,Cal Bowdler,1999,1,17,PF,Old Dominion,Bowdler,Cal
23871,Ryan Bowen,1998,2,55,SF,Iowa,Bowen,Ryan
23873,Sam Bowie,1984,1,2,C,Kentucky,Bowie,Sam
23875,Donnie Boyce,1995,2,42,G,Colorado,Boyce,Donnie
23878,Craig Brackins,2010,1,21,PF,Iowa State,Brackins,Craig
23880,Avery Bradley,2010,1,19,SG,Texas,Bradley,Avery
23881,Charles Bradley,1981,1,23,G,Wyoming,Bradley,Charles
23883,Michael Bradley,2001,1,17,PF,Villanova,Bradley,Michael
23884,Shawn Bradley,1993,1,2,C,BYU,Bradley,Shawn
23885,Tony Bradley,2017,1,28,PF/C,North Carolina,Bradley,Tony
23888,Torraye Braggs,1998,2,57,PF,Xavier,Braggs,Torraye
23890,Adrian Branch,1985,2,46,SF,Maryland,Branch,Adrian
23891,Elton Brand,1999,1,1,PF/C,Duke,Brand,Elton
23892,Terrell Brandon,1991,1,11,PG,Oregon,Brandon,Terrell
23893,Brad Branson,1980,2,45,F/C,SMU,Branson,Brad
23896,Randy Breuer,1983,1,18,C,Minnesota,Breuer,Randy
23897,Corey Brewer,1998,2,51,PG,Oklahoma,Brewer,Corey
23897,Corey Brewer,2007,1,7,SF,Florida,Brewer,Corey
23898,Jamison Brewer,2001,2,41,PG,Auburn,Brewer,Jamison
23899,Ronnie Brewer,2006,1,14,SG,Arkansas,Brewer,Ronnie
23902,Mike Brittain,1985,2,29,C,South Carolina,Brittain,Mike
23904,Jon Brockman,2009,2,38,PF,Washington,Brockman,Jon
23906,Malcolm Brogdon,2016,2,36,PG/SG,Virginia,Brogdon,Malcolm
23907,Aaron Brooks,2007,1,26,PG,Oregon,Brooks,Aaron
23908,Dillon Brooks,2017,2,45,SF,Oregon,Brooks,Dillon
23909,Kevin Brooks,1991,1,18,SF,Southwestern Louisiana,Brooks,Kevin
23910,MarShon Brooks,2011,1,25,SG,Providence,Brooks,MarShon
23911,Michael Brooks,1980,1,9,F,La Salle,Brooks,Michael
23914,Anthony Brown,2015,2,34,SF,Stanford,Brown,Anthony
23916,Chucky Brown,1989,2,43,PF,North Carolina State,Brown,Chucky
23917,Damone Brown,2001,2,37,SF,Syracuse,Brown,Damone
23919,Dee Brown,2006,2,46,G,Illinois,Brown,Dee
23919,Dee Brown,1990,1,19,SG,Jacksonville,Brown,Dee
23920,Derrick Brown,2009,2,40,SF,Xavier,Brown,Derrick
23922,Ernest Brown,2000,2,52,C,Indian Hills CC,Brown,Ernest
23925,Jaylen Brown,2016,1,3,SF/SG,California,Brown,Jaylen
23926,Kedrick Brown,2001,1,11,SF,Okaloosa-Walton CC,Brown,Kedrick
23927,Kwame Brown,2001,1,1,C,Glynn Academy,Brown,Kwame
23929,Lorenzo Brown,2013,2,52,PG,NC State,Brown,Lorenzo
23930,Marcus Brown,1996,2,46,G,Murray State,Brown,Marcus
23931,Markel Brown,2014,2,44,SG,Oklahoma State,Brown,Markel
23933,Myron Brown,1991,2,34,G,Slippery Rock,Brown,Myron
23935,Randy Brown,1991,2,31,PG,New Mexico State,Brown,Randy
23937,Rickey Brown,1980,1,13,F/C,Mississippi State,Brown,Rickey
23938,Shannon Brown,2006,1,25,G,Michigan State,Brown,Shannon
23939,Sterling Brown,2017,2,46,SG,SMU,Brown,Sterling
23942,Stanley Brundy,1989,2,32,F,DePaul,Brundy,Stanley
23945,Kobe Bryant,1996,1,13,G,Lower Merion HS,Bryant,Kobe
23946,Mark Bryant,1988,1,21,PF,Seton Hall,Bryant,Mark
23947,Thomas Bryant,2017,2,42,PF,Indiana,Bryant,Thomas
23948,Wallace Bryant,1982,2,30,C,San Francisco,Bryant,Wallace
23951,Greg Buckner,1998,2,53,SG,Clemson,Buckner,Greg
23952,Chase Budinger,2009,2,44,SF,Arizona,Budinger,Chase
23953,Jud Buechler,1990,2,38,F/G,Arizona,Buechler,Jud
23954,Rodney Buford,1999,2,53,SG,Creighton,Buford,Rodney
23956,Reggie Bullock,2013,1,25,SF,North Carolina,Bullock,Reggie
23958,Trey Burke,2013,1,9,PG,Michigan,Burke,Trey
23960,Alec Burks,2011,1,12,SG,Colorado,Burks,Alec
23961,Antonio Burks,2004,2,36,PG,Memphis,Burks,Antonio
23964,Evers Burns,1993,2,31,F,Maryland,Burns,Evers
23965,Scott Burrell,1993,1,20,SF,Connecticut,Burrell,Scott
23966,Junior Burrough,1995,2,33,F,Virginia,Burrough,Junior
23967,Willie Burton,1990,1,9,SG,Minnesota,Burton,Willie
23968,Steve Burtt,1984,2,30,G,Iona,Burtt,Steve
23969,Caron Butler,2002,1,10,SF,Connecticut,Butler,Caron
23970,Greg Butler,1988,2,37,C,Stanford,Butler,Greg
23972,Jimmy Butler,2011,1,30,SG,Marquette,Butler,Jimmy
23974,Rasual Butler,2002,2,53,SF,La Salle,Butler,Rasual
23976,Derrick Byars,2007,2,42,SG,Vanderbilt,Byars,Derrick
23977,Andrew Bynum,2005,1,10,C,St. Joseph HS,Bynum,Andrew
23980,Bruno Caboclo,2014,1,20,SF,EC Pinheiros,Caboclo,Bruno
23981,Jason Caffey,1995,1,20,PF,Alabama,Caffey,Jason
23982,Michael Cage,1984,1,14,F/C,San Diego State,Cage,Michael
23983,Nick Calathes,2009,2,45,PG,Florida,Calathes,Nick
23986,Kentavious Caldwell-Pope,2013,1,8,SG,Georgia,Caldwell-Pope,Kentavious
23990,Marcus Camby,1996,1,2,C,Massachusetts,Camby,Marcus
23991,Elden Campbell,1990,1,27,PF/C,Clemson,Campbell,Elden
23992,Tony Campbell,1984,1,20,G/F,Ohio State,Campbell,Tony
23993,Isaiah Canaan,2013,2,34,PG,Murray State,Canaan,Isaiah
23994,Clint Capela,2014,1,25,C,Ã‰lan Chalon,Capela,Clint
23995,Derrick Caracter,2010,2,58,PF,UTEP,Caracter,Derrick
23996,Brian Cardinal,2000,2,44,PF,Purdue,Cardinal,Brian
23999,Rodney Carney,2006,1,16,SF,Memphis,Carney,Rodney
24000,Antoine Carr,1983,1,8,PF,Wichita State,Carr,Antoine
24001,Chris Carr,1995,2,56,G,Southern Illinois,Carr,Chris
24002,Cory Carr,1998,2,49,SG,Texas Tech,Carr,Cory
24003,DeMarre Carroll,2009,1,27,SF,Missouri,Carroll,DeMarre
24004,Joe Barry Carroll,1980,1,1,F/C,Purdue,Carroll,Joe Barry
24008,Butch Carter,1980,2,37,G,Indiana,Carter,Butch
24009,Howard Carter,1983,1,15,SG,LSU,Carter,Howard
24012,Vince Carter,1998,1,5,G/F,North Carolina,Carter,Vince
24013,Michael Carter-Williams,2013,1,11,PG,Syracuse,Carter-Williams,Michael
24016,Sam Cassell,1993,1,24,PG,Florida State,Cassell,Sam
24017,Omri Casspi,2009,1,23,SF,Maccabi Tel Aviv,Casspi,Omri
24018,Terry Catledge,1985,1,21,PF,South Alabama,Catledge,Terry
24019,Kelvin Cato,1997,1,15,C,Iowa State,Cato,Kelvin
24021,Willie Cauley-Stein,2015,1,6,C,Kentucky,Cauley-Stein,Willie
24022,Duane Causwell,1990,1,18,C,Temple,Causwell,Duane
24025,Cedric Ceballos,1990,2,48,F,Cal State Fullerton,Ceballos,Cedric
24026,John Celestand,1999,2,30,PG,Villanova,Celestand,John
24027,Lionel Chalmers,2004,2,33,PG,Xavier,Chalmers,Lionel
24028,Mario Chalmers,2008,2,34,PG,Kansas,Chalmers,Mario
24029,Tom Chambers,1981,1,8,F/C,Utah,Chambers,Tom
24031,Tyson Chandler,2001,1,2,C,Dominguez HS,Chandler,Tyson
24032,Wilson Chandler,2007,1,23,SF,DePaul,Chandler,Wilson
24033,Rex Chapman,1988,1,8,SG,Kentucky,Chapman,Rex
24034,Lorenzo Charles,1985,2,41,PF,NC State,Charles,Lorenzo
24035,Calbert Cheaney,1993,1,6,SG/SF,Indiana,Cheaney,Calbert
24037,Derrick Chievous,1988,1,16,SG,Missouri,Chievous,Derrick
24038,Pete Chilcutt,1991,1,27,PF,North Carolina,Chilcutt,Pete
24039,Josh Childress,2004,1,6,G/F,Stanford,Childress,Josh
24040,Randolph Childress,1995,1,19,PG,Wake Forest,Childress,Randolph
24042,Marquese Chriss,2016,1,8,PF,Washington,Chriss,Marquese
24043,Doug Christie,1992,1,17,SG,Pepperdine,Christie,Doug
24045,Rakeem Christmas,2015,2,36,PF/C,Syracuse,Christmas,Rakeem
24046,Semaj Christon,2014,2,55,PG,Xavier,Christon,Semaj
24050,Earl Clark,2009,1,14,SF,Louisville,Clark,Earl
24052,Keon Clark,1998,1,13,F/C,UNLV,Clark,Keon
24054,Jordan Clarkson,2014,2,46,PG,Missouri,Clarkson,Jordan
24057,Charles Claxton,1994,2,50,C,Georgia,Claxton,Charles
24058,Speedy Claxton,2000,1,20,PG,Hofstra,Claxton,Speedy
24059,Mateen Cleaves,2000,1,14,PG,Michigan State,Cleaves,Mateen
24065,Norris Cole,2011,1,28,PG,Cleveland State,Cole,Norris
24066,Ben Coleman,1984,2,37,F,Maryland,Coleman,Ben
24067,Derrick Coleman,1990,1,1,PF/C,Syracuse,Coleman,Derrick
24068,Norris Coleman,1987,2,38,SF,Kansas State,Coleman,Norris
24069,Bimbo Coles,1990,2,40,G,Virginia Tech,Coles,Bimbo
24070,Jason Collier,2000,1,15,C,Georgia Tech,Collier,Jason
24072,Don Collins,1980,1,18,G/F,Washington State,Collins,Don
24073,James Collins,1997,2,36,PG/SG,Florida State,Collins,James
24074,Jarron Collins,2001,2,53,F/C,Stanford,Collins,Jarron
24075,Jason Collins,2001,1,18,C,Stanford,Collins,Jason
24076,John Collins,2017,1,19,PF,Wake Forest,Collins,John
24077,Mardy Collins,2006,1,29,G,Temple,Collins,Mardy
24079,Zach Collins,2017,1,10,C/PF,Gonzaga,Collins,Zach
24081,Darren Collison,2009,1,21,PG,UCLA,Collison,Darren
24082,Nick Collison,2003,1,12,PF,Kansas,Collison,Nick
24084,Steve Colter,1984,2,33,G,New Mexico State,Colter,Steve
24085,Leroy Combs,1983,2,26,SF,Oklahoma State,Combs,Leroy
24086,Dallas Comegys,1987,1,21,C,DePaul,Comegys,Dallas
24087,Mike Conley,2007,1,4,PG,Ohio State,Conley,Mike
24089,Pat Connaughton,2015,2,41,SF,Notre Dame,Connaughton,Pat
24090,Lester Conner,1982,1,14,PG,Oregon State,Conner,Lester
24092,Anthony Cook,1989,1,24,PF/C,Arizona,Cook,Anthony
24093,Brian Cook,2003,1,24,PF,Illinois,Cook,Brian
24094,Daequan Cook,2007,1,21,SG,Ohio State,Cook,Daequan
24097,Omar Cook,2001,2,32,PG,St. John's,Cook,Omar
24102,Duane Cooper,1992,2,36,G,USC,Cooper,Duane
24108,Tyrone Corbin,1985,2,35,SF/PF,DePaul,Corbin,Tyrone
24109,Chris Corchiani,1991,2,36,G,NC State,Corchiani,Chris
24112,James Cotton,1997,2,32,SF,Long Beach State,Cotton,James
24116,DeMarcus Cousins,2010,1,5,C,Kentucky,Cousins,DeMarcus
24119,Allen Crabbe,2013,2,31,SG,California,Crabbe,Allen
24121,Chris Crawford,1997,2,50,SF,Marquette,Crawford,Chris
24122,Jamal Crawford,2000,1,8,SG,Michigan,Crawford,Jamal
24123,Joe Crawford,2008,2,58,SG,Kentucky,Crawford,Joe
24124,Jordan Crawford,2010,1,27,SG,Xavier,Crawford,Jordan
24128,Javaris Crittenton,2007,1,19,PG,Georgia Tech,Crittenton,Javaris
24130,Austin Croshere,1997,1,12,PF,Providence,Croshere,Austin
24132,Russell Cross,1983,1,6,C,Purdue,Cross,Russell
24135,Jae Crowder,2012,2,34,SF,Marquette,Crowder,Jae
24137,Terry Cummings,1982,1,2,PF,DePaul,Cummings,Terry
24138,Vonteego Cummings,1999,1,26,PG,Pittsburgh,Cummings,Vonteego
24139,Dante Cunningham,2009,2,33,PF,Villanova,Cunningham,Dante
24140,Jared Cunningham,2012,1,24,SG,Oregon St.,Cunningham,Jared
24144,Bill Curley,1994,1,22,PF,Boston College,Curley,Bill
24145,Dell Curry,1986,1,15,SG/SF,Virginia Tech,Curry,Dell
24146,Eddy Curry,2001,1,4,C,Thornwood HS,Curry,Eddy
24147,JamesOn Curry,2007,2,51,PG,Oklahoma State,Curry,JamesOn
24150,Stephen Curry,2009,1,7,PG,Davidson,Curry,Stephen
24152,Quintin Dailey,1982,1,7,SG,San Francisco,Dailey,Quintin
24153,Samuel Dalembert,2001,1,26,C,Seton Hall,Dalembert,Samuel
24154,Erick Dampier,1996,1,10,C,Mississippi State,Dampier,Erick
24155,Antonio Daniels,1997,1,4,PG,Bowling Green,Daniels,Antonio
24161,Yinka Dare,1994,1,14,C,George Washington,Dare,Yinka
24163,Brad Daugherty,1986,1,1,C,North Carolina,Daugherty,Brad
24165,Jermareo Davidson,2007,2,36,PF,Alabama,Davidson,Jermareo
24167,Anthony Davis,2012,1,1,PF/C,Kentucky,Davis,Anthony
24168,Antonio Davis,1990,2,45,F/C,UTEP,Davis,Antonio
24169,Baron Davis,1999,1,3,PG,UCLA,Davis,Baron
24170,Ben Davis,1996,2,43,F,Arizona,Davis,Ben
24171,Brian Davis,1992,2,48,F/G,Duke,Davis,Brian
24172,Charles Davis,1981,2,35,F,Vanderbilt,Davis,Charles
24173,Dale Davis,1991,1,13,PF,Clemson,Davis,Dale
24174,Deyonta Davis,2016,2,31,PF/C,Michigan State,Davis,Deyonta
24175,Ed Davis,2010,1,13,PF,North Carolina,Davis,Ed
24177,Glen Davis,2007,2,35,PF,LSU,Davis,Glen
24178,Hubert Davis,1992,1,20,SG,North Carolina,Davis,Hubert
24181,Mark Davis,1995,2,48,G/F,Texas Tech,Davis,Mark
24182,Mike Davis,1983,2,42,SG,Alabama,Davis,Mike
24183,Monti Davis,1980,1,21,F,Tennessee State,Davis,Monti
24184,Paul Davis,2006,2,34,C,Michigan State,Davis,Paul
24185,Ricky Davis,1998,1,21,G/F,Iowa,Davis,Ricky
24188,Johnny Dawkins,1986,1,10,PG,Duke,Dawkins,Johnny
24190,Branden Dawson,2015,2,56,SF,Michigan State,Dawson,Branden
24193,Todd Day,1992,1,8,SG,Arkansas,Day,Todd
24194,Austin Daye,2009,1,15,SF,Gonzaga,Daye,Austin
24198,Andrew DeClercq,1995,2,34,PF/C,Florida,DeClercq,Andrew
24200,Terry Dehere,1993,1,13,SG,Seton Hall,Dehere,Terry
24202,Sam Dekker,2015,1,18,SF,Wisconsin,Dekker,Sam
24203,Vinny Del Negro,1988,2,29,SG,NC State,Del Negro,Vinny
24206,Carlos Delfino,2003,1,25,SG,Skipper Bologna,Delfino,Carlos
24207,Tony Delk,1996,1,16,G,Kentucky,Delk,Tony
24209,Fennis Dembo,1988,2,30,PF,Wyoming,Dembo,Fennis
24212,Luol Deng,2004,1,7,SF,Duke,Deng,Luol
24215,DeMar DeRozan,2009,1,9,SG,USC,DeRozan,DeMar
24216,Derrick Dial,1998,2,52,SG,Eastern Michigan,Dial,Derrick
24217,Cheick Diallo,2016,2,33,PF/C,Kansas,Diallo,Cheick
24218,Boris Diaw,2003,1,21,PF,Pau-Orthez,Diaw,Boris
24220,Guillermo Diaz,2006,2,52,G,Miami (FL),Diaz,Guillermo
24221,Dan Dickau,2002,1,28,PG,Gonzaga,Dickau,Dan
24222,Kaniel Dickens,2000,2,50,F,Idaho,Dickens,Kaniel
24223,Michael Dickerson,1998,1,14,SG,Arizona,Dickerson,Michael
24224,Travis Diener,2005,2,38,G,Marquette,Diener,Travis
24225,Gorgui Dieng,2013,1,21,C,Louisville,Dieng,Gorgui
24228,Spencer Dinwiddie,2014,2,38,PG/SG,Colorado,Dinwiddie,Spencer
24229,Ike Diogu,2005,1,9,F,Arizona State,Diogu,Ike
24230,DeSagana Diop,2001,1,8,C,Oak Hill Academy,Diop,DeSagana
24231,Vlade Divac,1989,1,26,C,KK Partizan,Divac,Vlade
24232,Juan Dixon,2002,1,17,PG,Maryland,Dixon,Juan
24234,Michael Doleac,1998,1,12,C,Utah,Doleac,Michael
24237,Keyon Dooling,2000,1,10,SG,Missouri,Dooling,Keyon
24238,Joey Dorsey,2008,2,33,PF,Memphis,Dorsey,Joey
24239,Tyler Dorsey,2017,2,41,SG,Oregon,Dorsey,Tyler
24240,Damyean Dotson,2017,2,44,SG,Houston,Dotson,Damyean
24241,Quincy Douby,2006,1,19,G,Rutgers,Douby,Quincy
24244,Sherman Douglas,1989,2,28,G,Syracuse,Douglas,Sherman
24245,Toney Douglas,2009,1,29,PG,Florida State,Douglas,Toney
24246,Chris Douglas-Roberts,2008,2,40,SG,Memphis,Douglas-Roberts,Chris
24251,Greg Dreiling,1986,2,26,C,Kansas,Dreiling,Greg
24252,Bryce Drew,1998,1,16,PG,ValparaÃ­so,Drew,Bryce
24254,Larry Drew,1980,1,17,G,Missouri,Drew,Larry
24255,Clyde Drexler,1983,1,14,SG,Houston,Drexler,Clyde
24257,Predrag Drobnjak,1997,2,48,C,KK Partizan,Drobnjak,Predrag
24259,Andre Drummond,2012,1,9,C,Connecticut,Drummond,Andre
