player_id,date_of_birth,city_of_birth,state_of_birth
26180,"September 24, 1966",New Orleans,Louisiana
26221,"July 23, 1966",Seattle,Washington
26268,"November 30, 1964",Spokane,Washington
23682,"January 20, 1968",Chicago,Illinois
23690,"February 8, 1967",Birmingham,Alabama
23759,"April 13, 1967",Boston,Massachusetts
23774,"October 10, 1964",Aurora,Illinois
23804,"February 9, 1965",Louisville,Kentucky
23838,"March 20, 1967",Garland,Texas
23916,"February 29, 1968",New York,New York
23936,"July 5, 1965",Atlanta,Georgia
23942,"November 13, 1967",New Orleans,Louisiana
23949,"August 8, 1964",Oslo,Norway
23950,"March 17, 1966",London,United Kingdom
23985,"July 4, 1966",Falls County,Texas
24107,"July 16, 1965",Atlanta,Georgia
24186,"June 17, 1967",Danville,Virginia
24227,"June 15, 1967",Charlotte,North Carolina
24244,"September 15, 1966",Washington,District of Columbia
24248,"June 29, 1966",Baltimore,Maryland
24292,"October 31, 1965",Washington,District of Columbia
24296,"January 3, 1969",Seattle,Washington
24307,"February 2, 1968",Tucson,Arizona
24313,"April 3, 1967",Savannah,Georgia
24458,"March 28, 1963",Detroit,Michigan
24505,"August 29, 1966",Trenton,New Jersey
24555,"February 2, 1966",Terre Haute,Indiana
24573,"March 27, 1967",Fort Walton,Florida
24586,"September 1, 1966",Chicago,Illinois
24586,"March 16, 1992",Chicago,Illinois
24664,"February 17, 1967",Grand Island,Nebraska
24706,"December 17, 1967",Springfield,Illinois
24751,"December 2, 1966",LaGrange,Illinois
24763,"October 27, 1967",New Orleans,Louisiana
24835,"February 7, 1966",Brooklyn,New York
24861,"December 18, 1966",Birmingham,Alabama
24924,"November 26, 1969",Elkhart,Indiana
24942,"April 24, 1966",Tuscaloosa,Alabama
24951,"January 29, 1967",Lawton,Oklahoma
24970,"January 27, 1967",Lexington,Kentucky
25021,"October 5, 1966",Carlisle,Pennsylvania
25031,"December 26, 1966",Washington,District of Columbia
25034,"February 16, 1967",Belleville,Illinois
25040,"December 23, 1965",Pensacola,Florida
25052,"January 8, 1967",Walnut Creek,California
25121,"December 13, 1966",Flint,Michigan
25141,"January 14, 1967",Cherry Valley,Arkansas
25146,"December 14, 1966",Miami,Florida
25167,"April 22, 1964",Morristown,New Jersey
25168,"August 19, 1967",Chicago,Illinois
25176,"May 27, 1967",Daytona Beach,Florida
25209,"October 21, 1964",San Diego,California
25225,"January 4, 1964",Kankakee,Illinois
25264,"September 2, 1963",Columbus,Georgia
25300,"August 16, 1967",Washington,District of Columbia
25303,"May 18, 1967",Bronx,New York
25379,"February 11, 1967",Meridian,Mississippi
25479,"November 25, 1966",Laurel,Mississippi
25572,"May 30, 1966",Pullman,Washington
25617,"May 28, 1967",Jacksonville,Arkansas
25617,"January 1, 1991",Jacksonville,Arkansas
25625,"May 14, 1966",Philadelphia,Pennsylvania
25648,"December 16, 1966",Oakland,California
25677,"August 24, 1967",Knoxville,Tennessee
25684,"May 22, 1966",New Orleans,Louisiana
25689,"November 8, 1962",Halifax,North Carolina
25714,"January 14, 1966",Augusta,Georgia
25771,"March 24, 1963",Terre Haute,Indiana
25833,"May 19, 1965",Rochester,New York
25833,"March 28, 1972",Rochester,New York
25933,"October 3, 1967",Aurora,Illinois
25938,"May 2, 1966",Los Angeles,California
26146,"May 27, 1967",Altoona,Pennsylvania
26161,"November 4, 1967",Shreveport,Louisiana
26222,"August 14, 1963",Seattle,Washington
26276,"January 23, 1966",Charlotte,North Carolina
23615,"June 24, 1968",Cairo,Egypt
23616,"March 9, 1969",Wilmington,Delaware
23715,"December 15, 1967",Athens,Alabama
23729,"November 23, 1968",Kraljevo,Serbia
23744,"April 16, 1968",Worcester,Massachusetts
23835,"September 9, 1966",Del Rio,Texas
23855,"June 8, 1968",St. Louis,Missouri
23919,"November 29, 1968",Jacksonville,Florida
23919,"August 17, 1984",Jacksonville,Florida
23953,"June 19, 1968",San Diego,California
23955,"June 5, 1967",Des Moines,Iowa
23967,"May 26, 1968",Detroit,Michigan
23988,"December 12, 1966",Cincinnati,Ohio
23991,"July 23, 1968",Los Angeles,California
24022,"May 31, 1968",Queens Village,New York
24025,"August 2, 1969",Maui,Hawaii
24062,"September 2, 1965",Aurora,North Carolina
24067,"June 21, 1967",Mobile,Alabama
24069,"April 22, 1968",Covington,Virginia
24092,"March 19, 1967",Los Angeles,California
24192,"August 25, 1967",Kinston,North Carolina
24304,"November 26, 1963",New York,New York
24363,"October 17, 1966",Hyattsville,Maryland
24390,"October 3, 1968",Oakland,California
24456,"May 29, 1968",Newark,New Jersey
24466,"May 25, 1968",Chicago,Illinois
24472,"November 12, 1967",Greenwood,Mississippi
24478,"June 14, 1967",Fort Wayne,Indiana
24499,"October 4, 1960",Elkhart,Indiana
24612,"May 13, 1967",Monroe,Louisiana
24653,"February 2, 1968",Junction City,Kansas
24666,"December 30, 1968",Los Angeles,California
24674,"March 19, 1968",Cincinnati,Ohio
24783,"August 13, 1967",Clarksburg,West Virginia
24786,"July 29, 1965",Centreville,Alabama
24811,"June 24, 1967",Bowbells,North Dakota
24931,"January 13, 1967",Minneapolis,Minnesota
24941,"April 9, 1966",Philadelphia,Pennsylvania
24964,"March 6, 1967",Detroit,Michigan
25028,"June 3, 1967",Baltimore,Maryland
25051,"October 27, 1968",Chicago,Illinois
25064,"June 25, 1967",Nassau,Bahamas
25150,"July 31, 1967",Sussex,Virginia
25163,"June 19, 1968",Ocala,Florida
25254,"December 21, 1967",Romulus,Michigan
25319,"August 5, 1967",San Francisco,California
25335,"October 28, 1969",Whiteville,North Carolina
25408,"March 3, 1968",Bronx,New York
25414,"July 5, 1967",Lancaster,Ohio
25423,"June 1, 1968",Chicago,Illinois
25450,"April 21, 1965",Lafayette,Louisiana
25454,"October 23, 1968",Ithaca,New York
25563,"July 17, 1967",Bloomington,Indiana
25655,"January 11, 1968",Bossier City,Louisiana
25658,"November 13, 1966",Mandeville,Jamaica
25730,"September 3, 1967",Grand Rapids,Michigan
25733,"October 14, 1968",Brandon,Florida
25741,"September 5, 1968",Hagerstown,Maryland
25784,"November 14, 1968",Philadelphia,Pennsylvania
25859,"January 15, 1968",Louisville,Kentucky
25961,"January 2, 1966",Brooklyn,New York
26004,"January 19, 1966",Chicago,Illinois
26063,"February 27, 1968",Grand Rapids,Michigan
26208,"February 22, 1968",Ritter,South Carolina
26213,"June 9, 1969",New York,New York
26231,"March 21, 1968",Hacienda Heights,California
26251,"March 16, 1968",Los Angeles,California
26253,"September 3, 1966",Chestertown,Maryland
26288,"December 20, 1967",Louisville,Kentucky
23648,"August 31, 1969",Detroit,Michigan
23679,"October 9, 1970",Queens,New York
23695,"November 15, 1967",Las Vegas,Nevada
23717,"August 1, 1968",Pasadena,California
23720,"August 18, 1969",Gridley,California
23750,"April 5, 1968",Henderson,Kentucky
23805,"May 9, 1968",Lafayette,Louisiana
23892,"May 20, 1970",Portland,Oregon
23909,"October 12, 1969",Beaufort,South Carolina
23933,"November 3, 1969",McKees Rocks,Pennsylvania
23935,"May 22, 1968",Atlanta,Georgia
23987,"November 18, 1969",Flint,Michigan
24038,"September 14, 1968",Sumter,South Carolina
24088,"January 19, 1968",Bronx,New York
24104,"October 30, 1964",Robbinsdale,Minnesota
24109,"March 28, 1968",Coral Gables,Florida
24134,"April 13, 1969",Carrollton,Georgia
24173,"March 25, 1969",Toccoa,Georgia
24205,"April 6, 1969",Fresno,California
24287,"December 27, 1967",Milwaukee,Wisconsin
24311,"April 28, 1969",Far Rockaway,New York
24397,"July 24, 1969",Toronto,Canada
24445,"September 3, 1967",Elizabeth,New Jersey
24496,"November 28, 1967",Philadelphia,Pennsylvania
24531,"February 2, 1970",Santa Monica,California
24657,"December 14, 1966",Trinidad,Trinidad and Tobago
24680,"February 25, 1969",Washington,District of Columbia
24712,"October 19, 1967",Winston-Salem,North Carolina
24732,"January 16, 1965",Wichita Falls,Texas
24754,"January 22, 1968",Altoona,Pennsylvania
24950,"April 4, 1969",Lincoln,Nebraska
25026,"October 24, 1964",Washington,Illinois
25070,"January 19, 1969",Melbourne,Australia
25087,"December 24, 1968",Bloomington,Minnesota
25099,"April 14, 1969",Saginaw,Michigan
25159,"September 9, 1968",New Haven,Connecticut
25277,"April 16, 1968",Baltimore,Maryland
25287,"December 28, 1965",Oklahoma City,Oklahoma
25320,"June 14, 1968",Somerville,New Jersey
25425,"July 12, 1969",Menifee,Arkansas
25442,"May 1, 1969",Carlisle,Pennsylvania
25444,"May 31, 1969",San Francisco,California
25449,"February 3, 1969",New Orleans,Louisiana
25497,"March 28, 1969",Memphis,Tennessee
25510,"December 20, 1969",Baton Rouge,Louisiana
25583,"September 30, 1967",Edina,Minnesota
25642,"February 7, 1970",Hopkins,South Carolina
25829,"April 3, 1969",Rolling Fork,Mississippi
25839,"March 31, 1969",Highland Park,Michigan
25879,"September 21, 1968",Philadelphia,Pennsylvania
25902,"February 9, 1968",Los Angeles,California
25903,"May 10, 1968",Nansemond County,Virginia
25913,"December 3, 1967",Santa Cruz,California
25958,"October 3, 1969",Dayton,Ohio
25959,"October 3, 1969",Dayton,Ohio
25987,"December 2, 1968",Los Angeles,California
26030,"November 30, 1967",Washington,District of Columbia
23674,"May 26, 1970",Chicago,Illinois
23722,"October 18, 1969",Rocky Mount,North Carolina
23762,"July 25, 1969",Oakland,California
23803,"June 1, 1969",Green Bay,Wisconsin
23827,"June 27, 1970",Toms River,New Jersey
23836,"April 21, 1966",Miami,Florida
23853,"February 1, 1969",Chicago,Illinois
23989,"January 29, 1970",Eleuthra,Bahamas
24043,"May 9, 1970",Seattle,Washington
24102,"June 25, 1969",Benton Harbor,Michigan
24114,"October 17, 1969",Jackson,Mississippi
24133,"July 15, 1969",Orange,New Jersey
24157,"September 4, 1967",Brooklyn,New York
24178,"May 17, 1970",Winston-Salem,North Carolina
24193,"January 7, 1970",Decatur,Illinois
24275,"March 10, 1967",Dallas,Texas
24310,"May 5, 1970",East St. Louis,Illinois
24452,"September 10, 1969",Salem,Massachusetts
24530,"March 7, 1970",Pascagoula,Mississippi
24549,"December 19, 1969",Huntington Station,New York
24551,"August 18, 1969",Milwaukee,Wisconsin
24705,"August 25, 1970",Andalusia,Alabama
24710,"November 22, 1969",Watonga,Kansas
24716,"July 15, 1970",Dallas,Texas
24765,"October 14, 1970",Toledo,Ohio
24809,"November 2, 1968",Culpepper,Virginia
24831,"November 16, 1970",Morgan City,Louisiana
24904,"May 23, 1968",Baltimore,Maryland
24919,"February 22, 1970",Irvine,California
24987,"August 17, 1969",Angola,New York
25093,"May 26, 1970",Chicago,Illinois
25098,"January 16, 1970",Palo Alto,California
25154,"February 19, 1969",Chicago,Illinois
25158,"June 12, 1970",Tulsa,Oklahoma
25249,"April 6, 1970",Fort Worth,Texas
25257,"May 5, 1971",Inglewood,California
25293,"April 2, 1969",Richmond,Virginia
25332,"July 25, 1971",Los Angeles,California
25368,"June 11, 1967",Toledo,Ohio
25436,"March 16, 1969",Clovis,New Mexico
25440,"August 3, 1969",Philadelphia,Pennsylvania
25485,"November 25, 1969",Kansas City,Missouri
25557,"December 9, 1968",Shawnee,Oklahoma
25567,"June 23, 1966",DeQuincy,Louisiana
25670,"September 9, 1969",New York,New York
25747,"February 1, 1970",Bronx,New York
25811,"May 17, 1970",Bridgeport,Connecticut
25811,"October 13, 1987",Bridgeport,Connecticut
25837,"August 21, 1970",San Jose,California
25857,"July 20, 1964",Stockton,California
25858,"December 6, 1969",Atlanta,Georgia
25861,"September 8, 1970",Milwaukee,Wisconsin
25876,"January 17, 1963",Flint,Michigan
25883,"December 10, 1970",Emporia,Virginia
26126,"September 8, 1970",Crawford,Mississippi
26128,"May 9, 1970",Montgomery,Alabama
26142,"September 12, 1970",Sunnyside,New York
26195,"April 24, 1970",Twiggs,Georgia
26215,"July 15, 1969",Ocala,Florida
26273,"September 23, 1970",Philadelphia,Pennsylvania
23646,"November 1, 1969",Jacksonville,Florida
23741,"November 23, 1971",Lake Wales,Florida
23840,"January 4, 1969",Monrovia,California
23884,"March 22, 1972",Landstuhl,Germany
23964,"August 24, 1971",Baltimore,Maryland
23965,"January 12, 1971",New Haven,Connecticut
23973,"December 15, 1970",Memphis,Tennessee
24016,"November 18, 1969",Baltimore,Maryland
24035,"July 17, 1971",Evansville,Indiana
24148,"August 22, 1968",Anniston,Alabama
24168,"October 31, 1968",Oakland,California
24171,"June 21, 1970",Monaca,Pennsylvania
24200,"September 12, 1971",New York,New York
24211,"February 12, 1970",Long Beach,California
24280,"June 23, 1970",Peoria,Illinois
24291,"September 22, 1971",Middletown,Ohio
24294,"January 21, 1971",Miami,Florida
24309,"October 7, 1970",Atlanta,Georgia
24382,"October 31, 1971",Greenwood,Mississippi
24420,"May 30, 1969",Rockford,Illinois
24448,"July 24, 1965",Melbourne,Australia
24492,"August 20, 1967",Dallas,Texas
24493,"November 26, 1970",Indianapolis,Indiana
24510,"August 7, 1967",Salt Lake City,Utah
24572,"July 12, 1969",Didam,Netherlands
24584,"July 18, 1971",Memphis,Tennessee
24606,"December 18, 1970",Los Angeles,California
24618,"July 6, 1970",Pascagoula,Mississippi
24620,"September 19, 1970",Riverside,California
24650,"December 8, 1967",Dallas,Texas
24709,"April 20, 1971",Louisville,Kentucky
24734,"December 3, 1970",Utica,Mississippi
24739,"June 28, 1971",Jersey City,New Jersey
24777,"October 10, 1970",Tuskegee,Alabama
24810,"January 11, 1970",Orange,California
24836,"December 21, 1967",Brooklyn,New York
24894,"June 17, 1970",Dresden,Tennessee
24899,"August 21, 1970",Brooklyn,New York
24903,"January 26, 1968",Chicago,Illinois
24936,"September 9, 1970",Harpersville,Alabama
24945,"July 24, 1969",Newton Grove,North Carolina
25086,"September 3, 1970",Roanoke,Virginia
25095,"July 11, 1970",Chattanooga,Tennessee
25102,"April 18, 1969",Merced,California
25134,"October 7, 1969",Minneapolis,Minnesota
25145,"November 29, 1972",New York,New York
25223,"February 11, 1971",Cleveland,Tennessee
25252,"January 25, 1970",Los Angeles,California
25290,"April 22, 1969",Stevenson,Washington
25438,"April 13, 1971",San Antonio,Texas
25491,"October 15, 1970",Detroit,Michigan
25506,"January 25, 1969",Levice,Slovakia
25628,"March 12, 1971",Oakland,California
25631,"June 2, 1970",Cleveland,Ohio
25654,"August 31, 1970",Los Angeles,California
25666,"June 20, 1971",Durham,North Carolina
25697,"December 31, 1970",San Bernardino,California
25982,"February 7, 1971",Winston-Salem,North Carolina
26008,"May 15, 1970",Libby,Montana
26105,"March 12, 1970",Omaha,Nebraska
26130,"March 1, 1973",Detroit,Michigan
26141,"November 4, 1970",Minneapolis,Minnesota
26143,"November 14, 1970",San Antonio,Texas
26171,"October 5, 1971",Hopkinsville,Kentucky
26189,"October 2, 1971",Evanston,Illinois
26291,"September 22, 1971",Jersey City,New Jersey
23661,"August 20, 1972",Bronx,New York
23708,"June 22, 1968",Gastonia,North Carolina
23801,"February 13, 1970",Evanston,Illinois
23829,"February 25, 1968",Mount Kisco,New York
23894,"September 19, 1970",Baton Rouge,Louisiana
24041,"November 20, 1967",Bakersfield,California
24144,"May 29, 1972",Boston,Massachusetts
24161,"October 10, 1972",Kano,Nigeria
24268,"August 25, 1972",Chicago,Illinois
24301,"December 4, 1972",Detroit,Michigan
24369,"November 18, 1969",Washington,Iowa
24503,"March 5, 1972",Columbus,Ohio
24575,"November 3, 1971",Birmingham,Alabama
24590,"February 6, 1969",Gary,Indiana
24670,"October 5, 1972",Dallas,Texas
24711,"January 31, 1967",Durango,Colorado
24715,"February 7, 1973",Chicago,Illinois
24866,"December 3, 1971",Philadelphia,Pennsylvania
24881,"October 20, 1971",Fort Rucker,Alabama
24935,"March 23, 1973",San Francisco,California
25001,"May 15, 1972",Pine Bluff,Arkansas
25076,"July 27, 1972",Nashville,Tennessee
25130,"May 18, 1973",Reading,Pennsylvania
25138,"March 6, 1971",Denver,Colorado
25203,"July 30, 1972",Racine,Wisconsin
25208,"October 2, 1972",Philadelphia,Pennsylvania
25242,"October 22, 1971",Benton Harbor,Michigan
25260,"September 18, 1971",Sandersville,Georgia
25269,"February 1, 1970",Bronx,New York
25279,"September 23, 1971",Indianapolis,Indiana
25302,"August 8, 1971",Louisville,Kentucky
25330,"April 20, 1973",Pasadena,California
25369,"December 12, 1970",Sedalia,Missouri
25397,"May 1, 1971",Nkwere,Nigeria
25500,"March 28, 1971",Crenshaw,Alabama
25507,"July 31, 1972",Queens,New York
25511,"September 30, 1970",Steubenville,Ohio
25598,"December 14, 1967",New Orleans,Louisiana
25604,"July 15, 1972",Queens,New York
25652,"January 10, 1973",Gary,Indiana
25652,"January 8, 1994",Gary,Indiana
25664,"February 6, 1971",Detroit,Michigan
25672,"January 30, 1973",Detroit,Michigan
25685,"October 31, 1972",Bradenton,Florida
25692,"September 26, 1970",Buffalo,New York
25786,"April 6, 1972",Fort Washington,Maryland
25799,"August 27, 1970",Houston,Texas
25899,"July 14, 1970",Atlanta,Georgia
25918,"January 9, 1971",Brunswick,Georgia
25977,"July 19, 1970",Dallas,Texas
26019,"April 4, 1969",Washington,District of Columbia
26072,"January 28, 1971",Murfreesboro,North Carolina
26108,"October 12, 1970",Thomasville,Georgia
26122,"February 23, 1972",Elm City,North Carolina
26224,"October 8, 1971",Fredericksburg,Virginia
26255,"June 23, 1974",Albany,Georgia
26292,"January 30, 1973",Macon,Georgia
23644,"June 22, 1973",Waynesboro,Virginia
23651,"January 28, 1973",Philadelphia,Pennsylvania
23664,"November 26, 1970",Boston,Massachusetts
23665,"November 23, 1971",Oak Park,Illinois
23760,"December 31, 1971",Hempstead,New York
23787,"May 27, 1971",Memphis,Tennessee
23802,"August 1, 1973",Denton,Texas
23811,"July 12, 1972",Springfield,Massachusetts
23858,"August 20, 1972",Pascagoula,Mississippi
23875,"September 2, 1973",Chicago,Illinois
23887,"March 24, 1970",East Orange,New Jersey
23966,"January 18, 1973",Charlotte,North Carolina
23981,"June 12, 1973",Mobile,Alabama
24001,"March 12, 1974",Ironton,Missouri
24040,"September 21, 1972",Washington,District of Columbia
24048,"February 20, 1972",South Bend,Indiana
24057,"December 13, 1970",St. Thomas,U.S. Virgin Islands
24064,"October 28, 1971",Richland,Washington
24198,"February 1, 1973",Detroit,Michigan
24290,"February 14, 1973",Gardena,California
24367,"March 6, 1973",Melrose Park,Illinois
24385,"August 26, 1972",Baton Rouge,Louisiana
24479,"September 6, 1971",West Palm Beach,Florida
24570,"April 3, 1975",Chicago,Illinois
24637,"December 12, 1967",Jacksonville,Florida
24638,"December 2, 1972",Indianapolis,Indiana
24683,"October 15, 1972",Lincoln,Nebraska
24830,"October 26, 1965",Morgan City,Louisiana
24946,"June 6, 1972",Baxley,Georgia
24948,"August 9, 1973",Tulsa,Oklahoma
25033,"May 14, 1973",Detroit,Michigan
25045,"September 24, 1969",Washington,District of Columbia
25046,"April 28, 1975",Liberal,Kansas
25118,"June 23, 1970",Tacoma,Washington
25129,"July 17, 1972",Reading,Pennsylvania
25137,"September 23, 1971",St. Louis,Missouri
25187,"February 26, 1972",Tulsa,Oklahoma
25194,"September 7, 1974",Quitman,Mississippi
25231,"December 30, 1972",Emmetsburg,Iowa
25306,"March 25, 1972",Washington,District of Columbia
25317,"May 17, 1970",Iowa City,Iowa
25351,"January 21, 1972",Peoria,Illinois
25399,"August 14, 1972",Los Angeles,California
25435,"March 6, 1973",Dallas,Texas
25592,"April 17, 1973",Demopolis,Alabama
25603,"June 8, 1973",Fort Smith,Arkansas
25606,"December 30, 1973",Washington,District of Columbia
25611,"February 19, 1973",Bronx,New York
25613,"February 6, 1972",Detroit,Michigan
25663,"July 14, 1972",Atlantic City,New Jersey
25825,"July 26, 1975",Columbus,Mississippi
25847,"April 24, 1973",Canton,Ohio
25864,"November 5, 1974",Kinston,North Carolina
25894,"September 3, 1973",Portland,Oregon
25911,"March 25, 1973",Wilkes-Barre,Pennsylvania
25920,"April 11, 1973",Toledo,Ohio
25969,"October 4, 1972",Dallas,Texas
26012,"September 22, 1974",Columbus,Ohio
26060,"March 23, 1973",Nashville,Tennessee
26101,"September 17, 1974",Philadelphia,Pennsylvania
26132,"February 19, 1971",Pine Bluff,Arkansas
26170,"August 21, 1972",Aberdeen,Mississippi
26200,"July 17, 1972",Newark,New Jersey
26241,"December 4, 1973",Twiggs,Georgia
26315,"August 2, 1973",Zlin,Czech Republic
23618,"December 11, 1976",Marietta,Georgia
23656,"July 20, 1975",Milton,Florida
23686,"December 31, 1973",Atlanta,Georgia
23854,"April 27, 1970",Wilmington,Delaware
23870,"June 14, 1971",Merced,California
23930,"April 3, 1974",West Memphis,Arkansas
23990,"March 22, 1974",Hartford,Connecticut
24006,"November 4, 1969",El Paso,Texas
24154,"July 14, 1975",Jackson,Mississippi
24170,"December 26, 1972",Vero Beach,Florida
24176,"August 27, 1968",Philadelphia,Pennsylvania
24207,"January 28, 1974",Covington,Tennessee
24256,"October 12, 1973",Chicago,Illinois
24328,"September 13, 1973",Rockford,Illinois
24350,"July 3, 1974",Lexington,Ohio
24370,"August 9, 1974",Little Rock,Arkansas
24411,"July 25, 1974",Detroit,Michigan
24437,"November 27, 1966",Los Angeles,California
24450,"August 31, 1973",Trenton,New Jersey
24514,"May 31, 1972",Baltimore,Maryland
24516,"December 13, 1969",Bloomington,California
24562,"July 23, 1973",Saginaw,Michigan
24563,"November 13, 1973",Memphis,Tennessee
24601,"January 31, 1974",Jackson,Mississippi
24628,"October 28, 1972",Canton,Ohio
24647,"June 23, 1974",Mount Vernon,Washington
24957,"June 12, 1974",Dayton,Ohio
24965,"September 13, 1974",Salt Lake City,Utah
25010,"August 31, 1973",Chicago,Illinois
25058,"April 2, 1975",New Orleans,Louisiana
25115,"December 6, 1971",Silver Spring,Maryland
25122,"February 20, 1977",Brooklyn,New York
25171,"February 1, 1974",Evansville,Indiana
25172,"October 28, 1973",Maywood,Illinois
25204,"October 22, 1974",Charlotte,North Carolina
25350,"February 7, 1974",Johannesburg,South Africa
25362,"February 20, 1972",Bronx,New York
25375,"February 5, 1969",Osecola,Arkansas
25388,"July 27, 1973",Washington,District of Columbia
25446,"December 11, 1972",San Bernardino,California
25544,"March 21, 1975",Kiev,Ukraine
25646,"April 2, 1974",Columbus,Georgia
25667,"August 19, 1973",Durham,North Carolina
25673,"November 23, 1974",Philadelphia,Pennsylvania
25706,"December 30, 1970",Wheeling,West Virginia
25721,"January 13, 1974",Denton,Texas
25739,"June 15, 1971",Jackson,Michigan
25742,"June 6, 1972",Paterson,New Jersey
25744,"June 16, 1972",New York,New York
25841,"January 24, 1972",Highland Park,Michigan
25868,"March 27, 1970",Grand Rapids,Michigan
25872,"January 28, 1973",Riverside,California
25898,"November 25, 1973",Opelika,Alabama
25921,"February 1, 1968",Postville,Iowa
26091,"August 12, 1976",Long Island City,New York
26096,"February 25, 1976",Columbus,Ohio
26098,"September 10, 1974",White Hall,Alabama
26100,"February 9, 1974",Rochester,New York
26168,"April 25, 1969",Chicago,Illinois
26209,"May 10, 1973",Washington,District of Columbia
26290,"November 4, 1975",Newark,New Jersey
23617,"November 3, 1974",Maisons Alfort,France
23672,"July 18, 1974",Louisville,Kentucky
23761,"February 17, 1973",Oakland,California
23771,"February 11, 1976",Dallas,Texas
23816,"September 25, 1976",Denver,Colorado
23850,"May 29, 1973",San Bernardino,California
23862,"October 9, 1974",Baltimore,Maryland
23943,"June 14, 1972",Syracuse,New York
24019,"August 26, 1974",Atlanta,Georgia
24061,"April 3, 1976",Hartford,Connecticut
24073,"November 5, 1973",Jacksonville,Florida
24112,"December 14, 1975",Miles City,Montana
24121,"May 13, 1975",Kalamazoo,Michigan
24130,"May 1, 1975",Los Angeles,California
24141,"March 25, 1974",Augusta,Georgia
24155,"March 19, 1975",Columbus,Ohio
24269,"April 25, 1976",St. Croix,U.S. Virgin Islands
24346,"January 3, 1970",Los Angeles,California
24389,"March 27, 1976",Philadelphia,Pennsylvania
24399,"March 9, 1975",Canouan,Saint Vincent and the Grenadines
24414,"December 15, 1970",Columbus,Ohio
24432,"February 2, 1975",Memphis,Tennessee
24441,"September 24, 1974",Chicago,Illinois
24515,"September 27, 1975",Riverside,California
24546,"August 3, 1974",Peoria,Illinois
24581,"October 6, 1968",Charlotte,North Carolina
24693,"October 20, 1974",Shreveport,Louisiana
24719,"March 13, 1976",Carbondale,Illinois
24759,"March 13, 1973",East Spencer,North Carolina
24819,"October 2, 1974",Los Angeles,California
24878,"June 2, 1975",Nashville,Tennessee
24963,"November 8, 1975",Livingston,New Jersey
25008,"December 10, 1973",Winston-Salem,North Carolina
25016,"September 2, 1974",Philadelphia,Pennsylvania
25192,"February 13, 1969",Longview,Texas
25230,"May 18, 1976",Nashville,Tennessee
25385,"February 23, 1973",Dawson,Minnesota
25398,"February 22, 1975",Bellflower,California
25426,"December 27, 1972",Dallas,Texas
25460,"June 19, 1975",Naperville,Illinois
25531,"February 12, 1975",Murray,Utah
25535,"September 11, 1972",Omaha,Nebraska
25615,"September 24, 1973",Jersey City,New Jersey
25746,"August 26, 1975",Tulsa,Oklahoma
25761,"April 29, 1976",New York,New York
25878,"December 19, 1973",Brooklyn,New York
25880,"April 25, 1975",Cucq-Trepied-Stella-Plage,France
25888,"September 3, 1971",Syracuse,New York
25937,"June 4, 1974",Chattanooga,Tennessee
25939,"October 30, 1976",Detroit,Michigan
25967,"September 8, 1975",Canton,Georgia
25972,"February 26, 1977",Paterson,New Jersey
26061,"February 11, 1975",Los Angeles,California
26117,"March 23, 1974",Pearl,Mississippi
26137,"July 26, 1974",Russellville,Kentucky
26152,"October 14, 1973",Louisville,Kentucky
26192,"February 27, 1975",Collinston,Louisiana
26238,"May 27, 1969",Columbia,South Carolina
23663,"April 23, 1973",Lagos,Nigeria
23736,"November 19, 1975",Los Angeles,California
23738,"November 11, 1969",Dayton,Ohio
23799,"February 24, 1978",Compton,California
23814,"May 13, 1978",Cherry Hill,New Jersey
23876,"June 2, 1976",Cleveland,Ohio
24002,"December 5, 1975",Fordyce,Arkansas
24012,"January 26, 1977",Daytona Beach,Florida
24052,"April 16, 1975",Danville,Illinois
24185,"September 23, 1979",Las Vegas,Nevada
24223,"June 25, 1975",Greenville,South Carolina
24234,"June 15, 1977",San Antonio,Texas
24252,"September 21, 1974",Baton Rouge,Louisiana
24435,"July 3, 1975",Los Angeles,California
24442,"August 23, 1976",Las Vegas,Nevada
24511,"January 6, 1974",Pittsburgh,Pennsylvania
24595,"May 31, 1976",Cincinnati,Ohio
24725,"January 23, 1979",St. Louis,Missouri
24775,"January 16, 1976",Los Angeles,California
24782,"July 22, 1975",Cottage Grove,Minnesota
24787,"November 17, 1975",Tampa,Florida
24792,"June 12, 1976",Shreveport,Louisiana
24874,"August 25, 1976",Galveston,Texas
24928,"June 6, 1974",Atlanta,Georgia
24947,"November 25, 1972",Charleston,West Virginia
24989,"May 29, 1976",Hampton,Iowa
25073,"December 19, 1974",Santo Domingo,Dominican Republic
25082,"May 3, 1977",Mexico,Missouri
25128,"August 23, 1975",Auckland,New Zealand
25170,"August 24, 1975",Chicago,Illinois
25181,"December 6, 1977",Oakland,California
25213,"November 17, 1975",Jersey City,New Jersey
25244,"April 12, 1976",Fort Wayne,Indiana
25268,"September 1, 1975",Philadelphia,Pennsylvania
25270,"September 5, 1977",Chicago,Illinois
25285,"November 4, 1975",Orangeburg,South Carolina
25340,"December 12, 1973",Dakar,Senegal
25363,"January 31, 1976",Cairo,Illinois
25427,"April 3, 1975",Lagos,Nigeria
25468,"November 12, 1975",Riverside,California
25471,"July 31, 1975",Cleveland,Ohio
25512,"October 13, 1977",Oakland,California
25765,"July 20, 1975",Lebanon,Ohio
25768,"September 29, 1974",Marietta,Georgia
25785,"November 21, 1975",Stockholm,Sweden
25787,"October 18, 1974",Paris,Kentucky
25798,"May 19, 1976",Temple,Texas
