player_id,date_of_birth,city_of_birth,state_of_birth
25863,"July 24, 1975",Nashville,Tennessee
26011,"February 1, 1977",Detroit,Michigan
26136,"September 28, 1976",Muncie,Indiana
26154,"October 8, 1975",New Britain,Connecticut
26158,"February 19, 1976",St. Louis,Missouri
26205,"November 18, 1975",Ritter,South Carolina
26233,"April 5, 1975",Bronx,New York
26258,"January 7, 1974",Slayton,Minnesota
23662,"July 24, 1976",New York,New York
23716,"August 14, 1974",Orlando,Florida
23723,"August 8, 1979",Augusta,Georgia
23861,"May 7, 1976",Reynoldsburg,Ohio
23869,"March 31, 1977",Sharps,Virginia
23871,"November 20, 1975",Fort Madison,Iowa
23874,"June 11, 1973",Newark,New Jersey
23891,"March 11, 1979",Cortlandt Manor,New York
23951,"September 16, 1976",Hopkinsville,Kentucky
23954,"November 2, 1977",Milwaukee,Wisconsin
24007,"June 16, 1975",Milwaukee,Wisconsin
24026,"March 6, 1977",Houston,Texas
24138,"February 29, 1976",Thomson,Georgia
24169,"April 13, 1979",Los Angeles,California
24216,"December 20, 1975",Detroit,Michigan
24302,"August 22, 1975",Port Harcourt,Nigeria
24326,"May 30, 1975",New Knoxville,Ohio
24391,"January 16, 1977",San Antonio,Texas
24401,"February 21, 1977",Silver Spring,Maryland
24454,"August 29, 1977",Minneapolis,Minnesota
24474,"October 22, 1978",Marietta,Georgia
24541,"July 4, 1974",Wichita,Kansas
24567,"February 14, 1978",Coatesville,Pennsylvania
24656,"September 27, 1975",Fall River,Massachusetts
24695,"December 22, 1976",Kansas City,Missouri
24726,"August 22, 1973",Chicago,Illinois
24764,"June 7, 1976",Detroit,Michigan
24791,"December 26, 1976",Miami,Florida
24793,"November 20, 1976",Orangeburg,South Carolina
24832,"October 6, 1975",San Pedro,California
24887,"February 10, 1979",Cocoa,Florida
24932,"February 1, 1977",Philadelphia,Pennsylvania
25003,"May 13, 1976",Palo Alto,California
25047,"June 26, 1977",Little Rock,Arkansas
25089,"January 27, 1976",Winnipeg,Canada
25105,"November 12, 1979",Melrose Park,Illinois
25124,"May 7, 1978",Waukegan,Illinois
25241,"March 19, 1976",Benton Harbor,Michigan
25262,"August 19, 1975",Georgetown,Guyana
25413,"November 6, 1979",Jamaica,New York
25451,"April 19, 1976",Louisville,Kentucky
25453,"February 7, 1978",Los Angeles,California
25542,"January 13, 1977",Cleveland,Ohio
25564,"August 5, 1977",Charleston,South Carolina
25577,"August 8, 1976",Herceg Novi,Montenegro
25644,"October 2, 1976",Lawton,Oklahoma
25650,"April 19, 1976",Flint,Michigan
25691,"January 21, 1977",Denver,Colorado
25922,"March 5, 1977",Pittsburgh,Pennsylvania
25951,"September 15, 1977",Seattle,Washington
25964,"March 25, 1973",Brooklyn,New York
25968,"July 25, 1977",Atlanta,Georgia
26032,"March 22, 1976",Boston,Massachusetts
26243,"May 27, 1974",New Orleans,Louisiana
26307,"February 6, 1976",Santa Cruz,California
23645,"April 27, 1977",Waynesboro,Virginia
23754,"February 21, 1978",Queens,New York
23792,"September 19, 1976",St. Croix,U.S. Virgin Islands
23841,"November 30, 1975",Dobbs Ferry,New York
23996,"May 2, 1977",Tolono,Illinois
24059,"September 7, 1977",Flint,Michigan
24070,"September 8, 1977",Jacksonville,Florida
24083,"July 1, 1975",Philadelphia,Pennsylvania
24122,"March 20, 1980",Seattle,Washington
24237,"May 8, 1980",Ft. Lauderdale,Florida
24303,"April 25, 1979",Minneapolis,Minnesota
24372,"August 10, 1978",Detroit,Michigan
24425,"October 17, 1973",Colon,Panama
24465,"August 16, 1978",Aurora,Colorado
24483,"March 18, 1976",Philadelphia,Pennsylvania
24571,"April 27, 1975",Floral Park,New York
24616,"April 29, 1978",Los Angeles,California
24619,"August 26, 1980",Shellman,Georgia
24708,"May 14, 1978",Berkeley,California
24769,"January 16, 1975",Brooklyn,New York
24778,"April 5, 1978",Tuskegee,Alabama
24833,"May 5, 1980",San Pedro,California
24907,"August 8, 1973",Roseau,Dominica
25005,"November 28, 1977",Chicago,Illinois
25067,"October 1, 1972",Rochester,New York
25103,"January 28, 1976",Walnut Creek,California
25107,"May 21, 1978",Toronto,Canada
25142,"December 30, 1977",Saginaw,Michigan
25147,"October 11, 1977",Waxahachie,Texas
25175,"April 19, 1977",Fountain Valley,California
25218,"July 3, 1978",Chicago,Illinois
25235,"July 16, 1979",Milwaukee,Wisconsin
25248,"February 19, 1980",Mitchell,South Dakota
25271,"June 15, 1978",Paris,France
25309,"September 9, 1976",Helsinki,Finland
25341,"June 16, 1975",Dakar,Senegal
25345,"February 22, 1975",South Bend,Indiana
25346,"July 11, 1976",Meoqui,Mexico
25370,"January 20, 1975",Southfield,Michigan
25455,"November 27, 1977",Harrisburg,Pennsylvania
25488,"November 29, 1974",Los Gatos,California
25503,"August 26, 1977",Flint,Michigan
25537,"May 9, 1978",Abbeville,Alabama
25543,"February 26, 1978",Albany,Georgia
25566,"October 10, 1979",Monticello,Minnesota
25599,"August 24, 1979",Columbus,Ohio
25626,"April 13, 1980",Chicago,Illinois
25638,"December 30, 1976",Saginaw,Michigan
25653,"December 27, 1973",Los Angeles,California
25713,"May 8, 1977",Bahia Blanca,Argentina
25718,"June 24, 1976",Lubbock,Texas
25821,"February 12, 1977",Atlanta,Georgia
25834,"April 15, 1976",Rochester,New York
25917,"November 21, 1979",Shreveport,Louisiana
26054,"March 31, 1973",Daytona Beach,Florida
26076,"November 1, 1977",Tulsa,Oklahoma
23654,"June 27, 1978",Willingboro,New Jersey
23668,"July 7, 1978",Long Beach,California
23703,"January 6, 1982",Los Angeles,California
23707,"June 16, 1980",San Francisco,California
23710,"July 30, 1979",Fajardo,Puerto Rico
23772,"September 9, 1978",Birmingham,Michigan
23790,"March 12, 1979",Flint,Michigan
23868,"May 20, 1978",Edda,Cameroon
23883,"April 18, 1979",Worcester,Massachusetts
23898,"November 19, 1980",East Point,Georgia
23917,"June 28, 1979",Eureka,California
23922,"May 17, 1979",Bronx,New York
23926,"March 18, 1981",Zachary,Louisiana
23940,"June 3, 1979",Iowa,Louisiana
24058,"May 8, 1978",Queens,New York
24074,"December 2, 1978",Jacksonville,Florida
24075,"December 2, 1978",Jacksonville,Florida
24126,"July 18, 1979",Pitman,New Jersey
24153,"May 10, 1981",Port-Au-Prince,Haiti
24332,"November 8, 1978",Wichita,Kansas
24378,"April 16, 1975",Sacramento,California
24383,"May 29, 1981",Greenwood,Mississippi
24387,"March 23, 1981",Atlanta,Georgia
24395,"April 11, 1976",Los Angeles,California
24543,"May 30, 1982",Philadelphia,Pennsylvania
24569,"May 26, 1978",Jackson,Mississippi
24622,"March 4, 1979",Clarksville,Tennessee
24624,"March 10, 1979",Loblesville,Tennessee
24634,"November 27, 1979",New York,New York
24737,"October 31, 1981",Chicago,Illinois
24790,"June 23, 1975",Copaigue,New York
24790,"August 18, 1990",Copaigue,New York
24803,"June 21, 1980",Los Angeles,California
24841,"June 29, 1981",Carthage,Mississippi
24864,"September 9, 1978",Luxembourg,Luxembourg
25298,"January 11, 1979",Frederick,Maryland
25327,"May 2, 1980",Morristown,New Jersey
25424,"November 5, 1978",Quincy,Illinois
25588,"July 16, 1981",Marion,Indiana
25620,"January 20, 1981",Saginaw,Michigan
25624,"July 24, 1979",Brooklyn,New York
25722,"February 13, 1979",Dallas,Texas
25724,"April 10, 1981",New York,New York
25726,"March 18, 1978",Long Beach,California
25755,"July 29, 1976",Greensboro,North Carolina
25780,"June 2, 1980",Chicago,Illinois
25849,"July 20, 1978",Hartford,Connecticut
25960,"April 1, 1978",Harlem,New York
25996,"February 28, 1978",Brooklyn,New York
26013,"July 11, 1979",Los Angeles,California
26099,"July 23, 1982",Sylacauga,Alabama
26121,"June 12, 1979",Kansas City,Kansas
26162,"June 28, 1980",Tuskegee,Alabama
26271,"June 21, 1978",St. Louis,Missouri
23701,"March 29, 1980",Paisley,United Kingdom
23766,"May 29, 1975",Corsicana,Texas
23770,"November 21, 1977",Long Beach,California
23777,"January 27, 1979",Silver Spring,Maryland
23863,"November 20, 1981",Aschaffenburg,Germany
23921,"December 30, 1978",Jacksonville,Florida
23957,"December 14, 1973",Dublin,Ireland
23969,"March 13, 1980",Racine,Wisconsin
23974,"May 23, 1979",Philadelphia,Pennsylvania
24221,"September 16, 1978",Portland,Oregon
24232,"October 9, 1978",Baltimore,Maryland
24315,"May 2, 1978",Harvey,Illinois
24334,"May 18, 1980",Pensacola,Florida
24415,"February 2, 1978",Den Haag,Netherlands
24482,"September 24, 1981",Oakland,California
24559,"December 22, 1980",Lewisburg,Tennessee
24598,"July 5, 1980",Bernardston,Massachusetts
24600,"October 2, 1980",Wagram,North Carolina
24627,"July 2, 1973",Gardena,California
24722,"April 2, 1975",Battle Creek,Michigan
24728,"July 24, 1979",Tulsa,Oklahoma
24781,"March 19, 1981",Glendora,California
24798,"February 13, 1980",Fresno,California
24804,"November 25, 1981",Bloomington,Indiana
24883,"March 11, 1979",Malvern,Arkansas
24996,"September 3, 1979",Harvey,Illinois
25101,"June 7, 1981",Compton,California
25149,"September 10, 1980",Washington,District of Columbia
25331,"July 29, 1979",Philadelphia,Pennsylvania
25443,"March 1, 1979",Akron,Ohio
25458,"October 22, 1979",Chicago,Illinois
25462,"June 1, 1981",New York,New York
25562,"February 28, 1980",Compton,California
25688,"July 27, 1977",Inkster,Michigan
25696,"October 30, 1980",Kansas City,Missouri
25705,"December 12, 1979",Philadelphia,Pennsylvania
25710,"May 15, 1983",Inglewood,California
25725,"May 21, 1976",Pula,Croatia
25770,"December 23, 1977",Meriden,Kansas
25801,"April 2, 1980",Beckley,West Virginia
26177,"September 3, 1982",Raleigh,North Carolina
26188,"May 7, 1979",Milwaukee,Wisconsin
26201,"February 25, 1980",Los Angeles,California
26207,"September 10, 1981",Ritter,South Carolina
26272,"February 16, 1981",Memphis,Tennessee
26296,"March 21, 1981",Cleveland,Tennessee
23694,"May 29, 1984",New York,New York
23747,"November 19, 1981",Las Vegas,Nevada
23756,"March 9, 1980",Providence,Rhode Island
23783,"May 17, 1980",Compton,California
23793,"November 10, 1980",Minneapolis,Minnesota
23832,"February 26, 1980",Hollywood,Florida
23845,"May 12, 1980",Alexandria,Virginia
23864,"September 13, 1980",Buffalo,New York
23866,"March 24, 1984",Dallas,Texas
23888,"May 15, 1976",Fresno,California
24005,"August 28, 1980",Pittsburgh,Pennsylvania
24010,"October 12, 1976",Jackson,Mississippi
24093,"December 4, 1980",Lincoln,Illinois
24097,"January 28, 1982",Brooklyn,New York
24158,"January 7, 1981",Jasper,Florida
24179,"August 10, 1980",Detroit,Michigan
24222,"July 21, 1978",Denver,Colorado
24272,"January 26, 1981",Biloxi,Mississippi
24314,"February 28, 1976",Rotterdam,Netherlands
24357,"July 22, 1977",Lansing,Michigan
24400,"August 14, 1977",Battle Ground,Washington
24410,"May 15, 1981",East St. Louis,Missouri
24418,"January 7, 1981",Madison,Wisconsin
24534,"July 28, 1981",Detroit,Michigan
24576,"November 16, 1973",Grand Rapids,Michigan
24580,"April 15, 1978",Provo,Utah
24621,"June 9, 1980",Miami,Florida
24630,"August 9, 1981",Atlanta,Georgia
24676,"January 2, 1981",Sioux City,Iowa
24714,"April 28, 1980",Winston-Salem,North Carolina
24731,"November 24, 1980",Cincinnati,Ohio
24816,"July 8, 1979",Salt Lake City,Utah
24848,"June 13, 1980",Chicago,Illinois
24872,"December 27, 1980",Galveston,Texas
24910,"April 28, 1982",Wyoming,Michigan
24913,"February 4, 1981",Long Beach,California
24972,"March 17, 1981",Lakewood,California
25212,"November 5, 1979",Canton,Ohio
25489,"July 16, 1981",Upland,California
25490,"November 23, 1980",Auckland,New Zealand
25629,"February 13, 1981",Coeur d'Alene,Idaho
25842,"October 3, 1980",Bartow,Florida
25850,"February 14, 1978",Marijampole,Lithuania
25915,"October 25, 1982",Oxon Hill,Maryland
26038,"August 9, 1977",Portland,Oregon
26084,"January 17, 1982",Chicago,Illinois
26107,"March 28, 1980",San Diego,California
26144,"August 29, 1980",Teaneck,New Jersey
26223,"December 19, 1982",Fredericksburg,Virginia
23657,"January 11, 1982",Chicago,Illinois
23700,"August 12, 1980",Curitiba,Brazil
23704,"June 30, 1985",Miami,Florida
23739,"July 28, 1979",Granite City,Illinois
23757,"February 21, 1982",Bronx,New York
23844,"October 22, 1979",Daytona,Florida
23856,"April 5, 1980",Concord,New Hampshire
23961,"February 25, 1980",Memphis,Tennessee
23997,"August 13, 1976",Grand Rapids,Michigan
24027,"November 10, 1980",Albany,New York
24039,"June 20, 1983",Harbor City,California
24082,"October 26, 1980",Orange City,Iowa
24156,"April 1, 1982",Cincinnati,Ohio
24212,"April 16, 1985",Wow,South Sudan
24264,"August 31, 1982",Mamou,Louisiana
24293,"March 5, 1979",Baltimore,Maryland
24297,"July 31, 1981",Warren,Ohio
24317,"August 27, 1982",Dallas,Texas
24374,"April 11, 1981",San Pedro de Macoris,Dominican Republic
24408,"October 2, 1981",Overland Park,Kansas
24486,"April 4, 1983",London,United Kingdom
24602,"February 27, 1983",Milwaukee,Wisconsin
24615,"August 15, 1982",Nashville,Tennessee
24730,"February 6, 1985",Minneapolis,Minnesota
24743,"January 28, 1984",Springfield,Illinois
24756,"December 20, 1981",Harlem,New York
24806,"October 14, 1974",Elizabeth,New Jersey
24961,"December 16, 1981",Livingston,New Jersey
25143,"February 1, 1983",Saginaw,Michigan
25361,"February 9, 1982",Chester,Pennsylvania
25417,"September 28, 1982",Houston,Texas
25601,"January 16, 1982",Jackson,Mississippi
25609,"April 8, 1982",Tripp,South Dakota
25645,"December 26, 1980",Washington,District of Columbia
25675,"April 30, 1981",Dallas,Texas
25848,"June 5, 1983",Los Angeles,California
25852,"November 22, 1981",Dakar,Senegal
25893,"April 18, 1977",Chicago,Illinois
25924,"October 5, 1980",Yokohama,Japan
25957,"December 23, 1975",Shreveport,Louisiana
25965,"November 22, 1980",Brooklyn,New York
26081,"June 6, 1981",Laguna,California
26145,"July 26, 1983",Washington,District of Columbia
26182,"January 11, 1980",Pocatello,Idaho
23620,"January 21, 1983",Compton,California
23670,"October 16, 1982",Minneapolis,Minnesota
23758,"August 14, 1981",Clarksdale,Mississippi
23764,"February 15, 1983",New York,New York
23765,"April 30, 1985",Baton Rouge,Louisiana
23849,"November 28, 1984",Melbourne,Australia
23962,"April 9, 1979",Seattle,Washington
23978,"January 4, 1983",Chicago,Illinois
24224,"March 1, 1982",Fond du Lac,Wisconsin
24229,"September 11, 1983",Buffalo,New York
24336,"March 26, 1983",Milton,Florida
24355,"October 4, 1981",Los Angeles,California
24356,"June 26, 1984",Marion,South Carolina
24371,"August 12, 1982",Columbus,Georgia
24384,"January 9, 1982",Baton Rouge,Louisiana
24409,"May 17, 1983",White Plains,New York
24416,"March 22, 1982",Wow,South Sudan
24427,"December 31, 1981",Santo Domingo,Dominican Republic
24480,"September 1, 1982",Waterbury,Connecticut
24494,"June 11, 1982",Wilmington,Delaware
24497,"June 11, 1982",Wilmington,Delaware
24501,"April 20, 1983",New Orleans,Louisiana
24522,"October 25, 1982",Columbus,Ohio
24536,"February 4, 1982",Gainesville,Florida
24547,"April 15, 1979",Louisville,Kentucky
24629,"June 11, 1983",San Leandro,California
24635,"November 26, 1982",Chicago,Illinois
24681,"November 18, 1983",New York,New York
24684,"August 8, 1979",Chicago,Illinois
24758,"October 28, 1983",Fort Washington,Maryland
24795,"March 5, 1976",Kaunas,Lithuania
24879,"June 9, 1983",Houston,Texas
24960,"January 3, 1985",Kaunas,Lithuania
25025,"April 29, 1983",Modesto,California
25132,"February 20, 1982",Georgetown,Guyana
25155,"February 18, 1983",Chicago,Illinois
25157,"April 4, 1984",Chicago,Illinois
25169,"September 25, 1984",Asheville,North Carolina
25236,"April 13, 1983",Portland,Oregon
25441,"October 31, 1980",Indianapolis,Indiana
25473,"May 6, 1985",Winston-Salem,North Carolina
25547,"January 25, 1983",Charleston,South Carolina
25559,"June 21, 1983",Friendswood,Texas
25587,"November 24, 1983",Raleigh,North Carolina
25637,"February 14, 1983",Chattanooga,Tennessee
25641,"October 20, 1982",Houston,Texas
25656,"May 31, 1984",Seattle,Washington
25716,"January 3, 1981",Liberal,Kansas
25727,"July 3, 1978",Racine,Wisconsin
25732,"December 31, 1982",Hope Forest,Australia
25778,"March 9, 1983",Leavenworth,Kansas
25793,"July 20, 1981",Chicago,Illinois
25895,"October 11, 1982",Portland,Oregon
25925,"March 10, 1985",Brooklyn,New York
25931,"July 26, 1982",Washington,District of Columbia
25979,"February 23, 1983",Los Angeles,California
26022,"January 13, 1983",Le Robert,Martinique
26068,"August 24, 1984",Queens,New York
26086,"July 21, 1985",Homer,Louisiana
26104,"December 2, 1982",Holland,Pennsylvania
26113,"July 8, 1982",Philadelphia,Pennsylvania
26150,"April 16, 1982",Benton Harbor,Michigan
26196,"June 26, 1984",Parkersburg,West Virginia
26219,"June 19, 1986",Jackson,Mississippi
26280,"February 6, 1984",West Covina,California
26281,"July 1, 1984",Hollywood,California
26316,"December 2, 1981",Monroe,Louisiana
23623,"June 20, 1984",Inglewood,California
23631,"February 9, 1984",Detroit,Michigan
23641,"July 19, 1985",Dallas,Texas
23667,"December 7, 1982",Ventura,California
23709,"November 11, 1984",Peekskill,New York
23719,"February 27, 1984",Midlothian,Illinois
23726,"December 16, 1983",London,United Kingdom
23743,"July 14, 1984",Staten Island,New York
23834,"September 8, 1983",Boston,Massachusetts
23860,"November 21, 1984",Mount Airy,Maryland
23877,"March 7, 1983",Los Angeles,California
23899,"March 20, 1985",Fort Smith,Arkansas
23913,"May 12, 1981",Chicago,Illinois
23938,"November 29, 1985",Maywood,Illinois
23999,"April 15, 1984",Memphis,Tennessee
24077,"August 4, 1984",Philadelphia,Pennsylvania
24091,"December 8, 1982",Portland,Oregon
24184,"July 21, 1984",Detroit,Michigan
24219,"August 29, 1982",Paris,France
24241,"May 16, 1984",Brooklyn,New York
24343,"November 30, 1986",Los Angeles,California
24344,"October 7, 1981",Flint,Michigan
24398,"September 24, 1983",Newark,New Jersey
24447,"August 17, 1986",Brooklyn,New York
24459,"February 27, 1986",Houston,Texas
24538,"October 23, 1979",Philadelphia,Pennsylvania
24561,"June 5, 1984",Chicago,Illinois
24678,"January 12, 1984",Cincinnati,Ohio
24689,"October 10, 1984",Pasadena,California
24817,"February 8, 1983",Albany,Georgia
24896,"July 16, 1984",Eustis,Florida
24952,"March 21, 1984",Tampa,Florida
25079,"March 25, 1986",Philadelphia,Pennsylvania
25111,"May 7, 1982",Chicago,Illinois
25182,"May 27, 1984",Capitol Heights,Maryland
25195,"April 26, 1982",Missouri City,Texas
25229,"September 7, 1983",London,United Kingdom
25256,"February 10, 1985",Monroe,Louisiana
25297,"January 2, 1986",Houston,Texas
25299,"July 19, 1984",Glendive,Montana
25382,"February 27, 1984",Durham,North Carolina
25390,"June 13, 1983",Libertyville,Illinois
25402,"June 20, 1986",Oskaloosa,Iowa
25516,"October 20, 1983",Colton,California
25545,"January 22, 1984",Berkeley,California
25550,"January 15, 1983",Joliet,Illinois
25571,"September 27, 1983",New Orleans,Louisiana
25595,"June 17, 1984",Bronx,New York
25621,"February 11, 1984",Allentown,Pennsylvania
25669,"February 22, 1986",Louisville,Kentucky
25683,"July 23, 1984",Seattle,Washington
25781,"January 3, 1986",Shallotte,North Carolina
25813,"November 10, 1983",Inglewood,California
25840,"April 12, 1983",Highland Park,Michigan
25973,"August 17, 1986",Baton Rouge,Louisiana
26159,"October 21, 1982",St. Louis,Missouri
26212,"May 12, 1984",Chicago,Illinois
26218,"December 3, 1985",Jackson,Mississippi
26218,"November 18, 1986",Jackson,Mississippi
26234,"February 16, 1986",Bronx,New York
26235,"October 21, 1983",Bronx,New York
23630,"October 15, 1985",Los Angeles,California
23633,"May 27, 1984",St. Louis,Missouri
23658,"February 2, 1981",Salt Lake City,Utah
23660,"February 2, 1985",Dalton,Georgia
23696,"August 9, 1982",Montreal,Canada
23897,"March 5, 1986",Portland,Tennessee
23907,"January 14, 1985",Seattle,Washington
24032,"May 10, 1987",Benton Harbor,Michigan
24087,"October 11, 1987",Fayetteville,Arkansas
24094,"April 28, 1987",Los Angeles,California
24128,"December 31, 1987",Atlanta,Georgia
24165,"November 15, 1984",Atlanta,Georgia
24177,"January 1, 1986",Baton Rouge,Louisiana
24220,"March 4, 1985",San Juan,Puerto Rico
24262,"July 10, 1985",San Diego,California
24273,"September 29, 1988",Washington,District of Columbia
24349,"June 17, 1985",Denver,Colorado
24428,"February 8, 1985",Portland,Oregon
24513,"December 7, 1984",Tarzana,California
24533,"November 28, 1986",Fort Lauderdale,Florida
24608,"June 15, 1983",Hillsboro,Texas
24625,"April 28, 1988",Seattle,Washington
24701,"June 3, 1986",Puerto Plata,Dominican Republic
24915,"March 6, 1983",Great Falls,Montana
24997,"September 19, 1983",Milwaukee,Wisconsin
25004,"September 15, 1983",Fort Worth,Texas
25009,"December 17, 1982",Port-Gentil,Gabon
25013,"January 25, 1985",Dallas,Texas
25201,"October 20, 1985",San Diego,California
25221,"February 28, 1987",Indianapolis,Indiana
25280,"June 13, 1980",Goodwater,Alabama
25373,"September 4, 1984",Boston,Massachusetts
25380,"February 25, 1985",New York,New York
25548,"March 18, 1981",Teaneck,New Jersey
25565,"April 19, 1986",Los Angeles,California
25618,"December 25, 1984",Lakeland,Florida
25756,"April 11, 1986",Myrtle Beach,South Carolina
25788,"October 21, 1983",Roslindale,Massachusetts
25822,"March 2, 1986",Atlanta,Georgia
25905,"April 21, 1986",Seattle,Washington
25989,"December 7, 1983",Perry,Georgia
26018,"February 11, 1984",Dayton,Ohio
26115,"December 6, 1985",Winter Park,Florida
26119,"November 8, 1984",Paterson,New Jersey
26147,"June 19, 1984",Petersburg,Virginia
26232,"September 13, 1986",Houston,Texas
26283,"October 5, 1987",Hollywood,California
26289,"May 20, 1987",Chicago,Illinois
26303,"June 1, 1985",Los Angeles,California
26306,"June 21, 1988",New Orleans,Louisiana
23647,"December 26, 1986",Kaohsiung,Taiwan
23685,"May 6, 1988",Sacramento,California
23711,"March 25, 1988",Dallas,Texas
23778,"August 20, 1988",Phoenix,Arizona
23785,"January 9, 1989",Frederick,Maryland
23915,"September 24, 1984",Versailles,Ohio
24028,"May 19, 1986",Anchorage,Alaska
24123,"June 17, 1986",Detroit,Michigan
24238,"December 16, 1983",Baltimore,Maryland
24246,"January 8, 1987",Detroit,Michigan
24488,"December 25, 1988",Indianapolis,Indiana
24535,"February 21, 1988",Munich,Germany
24557,"February 23, 1987",Detroit,Michigan
24660,"December 11, 1986",Queens,New York
24669,"May 4, 1986",Indianapolis,Indiana
24673,"November 14, 1985",Chanute,Kansas
24735,"May 28, 1986",Winston-Salem,North Carolina
24761,"November 7, 1985",Oklahoma City,Oklahoma
24796,"October 10, 1986",Sydney,Australia
24802,"December 15, 1983",Lithonia,Georgia
24856,"August 30, 1984",Jackson,Mississippi
24900,"July 21, 1988",Houston,Texas
24973,"February 24, 1989",Canton,Ohio
24981,"March 5, 1985",Philadelphia,Pennsylvania
25024,"October 3, 1985",Indianapolis,Indiana
25072,"April 1, 1988",North Hollywood,California
25075,"April 1, 1988",North Hollywood,California
25077,"September 7, 1988",Santa Monica,California
25136,"November 20, 1984",Crockett,Texas
25197,"January 19, 1988",Flint,Michigan
25301,"September 27, 1985",Charlotte,North Carolina
25360,"November 2, 1985",Oakland,California
25412,"January 22, 1988",Buffalo,New York
25586,"July 15, 1989",Worzbach,Germany
25671,"October 4, 1988",Chicago,Illinois
25695,"July 7, 1985",Kansas City,Missouri
25762,"July 18, 1986",Huntsville,Alabama
25791,"September 6, 1985",Philadelphia,Pennsylvania
25856,"August 4, 1987",St. Petersburg,Florida
25940,"January 21, 1986",Chicago,Illinois
25981,"July 21, 1986",New York,New York
26001,"June 1, 1985",Springfield,Missouri
26127,"February 18, 1986",Janesville,Wisconsin
26134,"July 8, 1986",West Memphis,Arkansas
26149,"November 12, 1988",Long Beach,California
26206,"February 19, 1983",Ritter,South Carolina
23671,"June 5, 1985",Buffalo,New York
23831,"April 22, 1989",Pittsburgh,Pennsylvania
23904,"March 20, 1987",Snohomish,Washington
23920,"September 8, 1987",Jacksonville,Florida
23952,"May 22, 1988",Encinitas,California
24003,"July 27, 1986",Birmingham,Alabama
24050,"January 17, 1988",Plainfield,New Jersey
24081,"August 23, 1987",Rancho Cucamonga,California
24139,"April 22, 1987",Clinton,Maryland
24147,"January 7, 1986",Pleasant Grove,North Carolina
24150,"March 14, 1988",Akron,Ohio
24194,"June 5, 1988",Irvine,California
24215,"August 7, 1989",Compton,California
24245,"March 16, 1986",Jonesboro,Georgia
24306,"October 29, 1987",Wynnewood,Pennsylvania
24335,"September 19, 1989",Chester,Pennsylvania
24377,"February 6, 1989",Niagara Falls,New York
24419,"April 18, 1986",Jamaica,New York
24451,"May 29, 1987",Riviera Beach,Florida
24462,"June 24, 1985",Brooklyn,New York
24464,"January 24, 1985",Dallas,Texas
24521,"June 22, 1987",Lynwood,California
24544,"April 18, 1986",Oklahoma City,Oklahoma
24578,"November 3, 1985",Poplar Bluff,Missouri
24587,"August 26, 1989",Los Angeles,California
24671,"July 27, 1987",Atlanta,Georgia
24685,"June 12, 1990",Chatsworth,California
24718,"August 7, 1984",Memphis,Tennessee
24733,"July 7, 1984",Gary,Indiana
24760,"March 5, 1986",Alamogordo,New Mexico
24799,"August 5, 1985",Chicago,Illinois
24840,"February 20, 1987",Cheyenne,Wyoming
24988,"May 6, 1984",Baton Rouge,Louisiana
24998,"November 1, 1985",Milwaukee,Wisconsin
25017,"November 3, 1987",Clinton,Maryland
25153,"October 14, 1986",Sarasota,Florida
25161,"June 11, 1987",Raeford,North Carolina
25224,"August 21, 1987",Norcross,Georgia
25253,"August 11, 1988",Monroe,Louisiana
25315,"February 14, 1989",Canal Winchester,Ohio
25907,"January 24, 1988",Baltimore,Maryland
25936,"December 8, 1986",Blytheville,Arkansas
25944,"June 10, 1988",Indianapolis,Indiana
25948,"May 8, 1986",Baton Rouge,Louisiana
25952,"February 16, 1987",Dar es Salaam,United Republic of Tanzania
25991,"June 5, 1987",Baton Rouge,Louisiana
26237,"June 28, 1987",Seattle,Washington
26305,"June 1, 1985",Washington,District of Columbia
23629,"February 10, 1986",Brookline,Massachusetts
23637,"March 21, 1988",Kaduna,Nigeria
23640,"October 31, 1988",Burnsville,Minnesota
23666,"September 21, 1990",Atlanta,Georgia
23677,"March 25, 1989",El Dorado,Arkansas
23728,"June 20, 1989",Cincinnati,Ohio
23839,"December 9, 1989",Birmingham,Alabama
23859,"November 25, 1987",Newberry,South Carolina
23878,"October 9, 1987",Los Angeles,California
23880,"November 26, 1990",Tacoma,Washington
23995,"May 4, 1988",Fanwood,New Jersey
24078,"March 18, 1987",Chicago,Illinois
24115,"December 18, 1986",Baltimore,Maryland
24116,"August 13, 1990",Mobile,Alabama
24124,"October 23, 1988",Detroit,Michigan
24175,"June 5, 1989",Washington,District of Columbia
24247,"September 10, 1984",Pahokee,Florida
24284,"October 28, 1989",Queens,New York
24331,"October 24, 1987",Crossett,Arkansas
24338,"August 5, 1962",Kingston,Jamaica
24338,"May 20, 1984",Kingston,Jamaica
24348,"July 15, 1991",Atlanta,Georgia
24366,"June 27, 1988",Long Beach,California
24381,"February 25, 1985",Colon,Panama
24455,"May 2, 1990",Palmdale,California
24542,"March 16, 1989",Oklahoma City,Oklahoma
24583,"January 2, 1988",Decatur,Illinois
24607,"September 21, 1989",Detroit,Michigan
24632,"March 23, 1990",Indianapolis,Indiana
24633,"November 26, 1986",Buffalo,New York
24651,"March 15, 1991",Gent,Belgium
24785,"October 7, 1987",Hobbs,New Mexico
24814,"December 2, 1983",Los Angeles,California
24820,"February 23, 1989",Gonvick,Minnesota
24827,"July 15, 1985",Corpus Christi,Texas
